,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
58,frozenset({'apples'}),frozenset({'pastry'}),0.05022553782095767,0.05456280360860514,0.0018216516308119362,0.03626943005181347,0.6647281234297387,-0.0009187945254495468,0.9810181661480604,-0.3468519907281157
59,frozenset({'pastry'}),frozenset({'apples'}),0.05456280360860514,0.05022553782095767,0.0018216516308119362,0.033386327503974564,0.6647281234297387,-0.0009187945254495468,0.9825791722214106,-0.34788963536591627
60,frozenset({'pork'}),frozenset({'apples'}),0.038428174878556556,0.05022553782095767,0.0017349063150589867,0.045146726862302484,0.89887990892681,-0.00019516943569433112,0.9946810561354983,-0.10473798341927912
61,frozenset({'apples'}),frozenset({'pork'}),0.05022553782095767,0.038428174878556556,0.0017349063150589867,0.03454231433506045,0.8988799089268101,-0.00019516943569433112,0.9959751104567367,-0.10590118284970021
62,frozenset({'potatoes'}),frozenset({'apples'}),0.07303955586398335,0.05022553782095767,0.0028625954198473282,0.039192399049881234,0.7803281109620567,-0.0008058555556251183,0.988516807360635,-0.23294876145232454
63,frozenset({'apples'}),frozenset({'potatoes'}),0.05022553782095767,0.07303955586398335,0.0028625954198473282,0.056994818652849735,0.7803281109620567,-0.0008058555556251183,0.9829855259244572,-0.22863254705803251
64,frozenset({'rolls/buns'}),frozenset({'apples'}),0.11380985426786953,0.05022553782095767,0.005117973629424011,0.04496951219512195,0.8953515312355196,-0.000598187510504551,0.9944964839416628,-0.11652204502814265
65,frozenset({'apples'}),frozenset({'rolls/buns'}),0.05022553782095767,0.11380985426786953,0.005117973629424011,0.10189982728842831,0.8953515312355195,-0.000598187510504551,0.986738643036353,-0.10957605029449188
66,frozenset({'apples'}),frozenset({'sausage'}),0.05022553782095767,0.06254337265787648,0.0021686328938237335,0.04317789291882556,0.6903671977367837,-0.0009726416350546913,0.9797606267709197,-0.32075467016060194
67,frozenset({'sausage'}),frozenset({'apples'}),0.06254337265787648,0.05022553782095767,0.0021686328938237335,0.03467406380027739,0.6903671977367837,-0.0009726416350546913,0.9838899241825999,-0.3236054016433254
68,frozenset({'soda'}),frozenset({'apples'}),0.10149201943095072,0.05022553782095767,0.004077029840388619,0.040170940170940174,0.7998110505882526,-0.0010204614200659675,0.9895245955026531,-0.21787481524323632
69,frozenset({'apples'}),frozenset({'soda'}),0.05022553782095767,0.10149201943095072,0.004077029840388619,0.08117443868739206,0.7998110505882527,-0.0010204614200659675,0.9778874450178187,-0.20856729368810722
70,frozenset({'whipped/sour cream'}),frozenset({'apples'}),0.0458882720333102,0.05022553782095767,0.0017349063150589867,0.03780718336483932,0.7527482035058163,-0.000569856827488429,0.9870936944847022,-0.2560980146156214
71,frozenset({'apples'}),frozenset({'whipped/sour cream'}),0.05022553782095767,0.0458882720333102,0.0017349063150589867,0.03454231433506045,0.7527482035058164,-0.000569856827488429,0.9882481046381277,-0.2569669947847214
72,frozenset({'apples'}),frozenset({'whole milk'}),0.05022553782095767,0.16351492019430952,0.006245662734212352,0.1243523316062176,0.7604953202952129,-0.001966962074297816,0.9552758603698122,-0.24901617277635058
73,frozenset({'whole milk'}),frozenset({'apples'}),0.16351492019430952,0.05022553782095767,0.006245662734212352,0.03819628647214854,0.760495320295213,-0.001966962074297816,0.9874930287961914,-0.2735171785977746
74,frozenset({'yogurt'}),frozenset({'apples'}),0.0926439972241499,0.05022553782095767,0.004077029840388619,0.04400749063670412,0.8761974992399397,-0.0005760647460776192,0.9934957155800366,-0.134739939736983
75,frozenset({'apples'}),frozenset({'yogurt'}),0.05022553782095767,0.0926439972241499,0.004077029840388619,0.08117443868739206,0.8761974992399397,-0.0005760647460776192,0.9875171533970247,-0.12950153850317772
76,frozenset({'beef'}),frozenset({'bananas'}),0.03547883414295628,0.07113115891741846,0.001040943789035392,0.029339853300733496,0.412475401037629,-0.0014827068005919633,0.9569454811153044,-0.596250211818248
77,frozenset({'bananas'}),frozenset({'beef'}),0.07113115891741846,0.03547883414295628,0.001040943789035392,0.014634146341463414,0.4124754010376289,-0.0014827068005919633,0.9788457376271978,-0.6052835289058182
78,frozenset({'bananas'}),frozenset({'berries'}),0.07113115891741846,0.023160999306037475,0.0013879250520471894,0.01951219512195122,0.8424591212204257,-0.0002595436702767808,0.9962785827973251,-0.16758332523564282
79,frozenset({'berries'}),frozenset({'bananas'}),0.023160999306037475,0.07113115891741846,0.0013879250520471894,0.059925093632958795,0.8424591212204255,-0.0002595436702767808,0.9880796038607541,-0.1606760206458345
80,frozenset({'bananas'}),frozenset({'bottled beer'}),0.07113115891741846,0.046755725190839696,0.002775850104094379,0.03902439024390244,0.8346441015430562,-0.0005499388147543853,0.991954702212578,-0.1757925626593545
81,frozenset({'bottled beer'}),frozenset({'bananas'}),0.046755725190839696,0.07113115891741846,0.002775850104094379,0.05936920222634508,0.8346441015430561,-0.0005499388147543853,0.9874956712889772,-0.17207085880037304
82,frozenset({'bananas'}),frozenset({'bottled water'}),0.07113115891741846,0.06393129770992366,0.003730048577376822,0.05243902439024391,0.8202402621041137,-0.0008174587198245486,0.9878717321465413,-0.1908975890911645
83,frozenset({'bottled water'}),frozenset({'bananas'}),0.06393129770992366,0.07113115891741846,0.003730048577376822,0.05834464043419268,0.8202402621041136,-0.0008174587198245486,0.9864212332534043,-0.18970783149887613
84,frozenset({'broccoli'}),frozenset({'bananas'}),0.12508674531575295,0.07113115891741846,0.006072172102706454,0.048543689320388356,0.6824532322993133,-0.0028253930568110175,0.976260108484754,-0.3471844660194174
85,frozenset({'bananas'}),frozenset({'broccoli'}),0.07113115891741846,0.12508674531575295,0.006072172102706454,0.08536585365853659,0.6824532322993133,-0.0028253930568110175,0.9565718251214435,-0.3337481333997012
86,frozenset({'bananas'}),frozenset({'brown bread'}),0.07113115891741846,0.03808119361554476,0.001561415683553088,0.02195121951219512,0.5764320240013334,-0.0011473437512792074,0.9835080065277473,-0.4416777706969468
87,frozenset({'brown bread'}),frozenset({'bananas'}),0.03808119361554476,0.07113115891741846,0.001561415683553088,0.04100227790432802,0.5764320240013334,-0.0011473437512792074,0.9685829483022643,-0.43307448917569397
88,frozenset({'butter'}),frozenset({'bananas'}),0.03686675919500347,0.07113115891741846,0.0013879250520471894,0.03764705882352941,0.5292625538020086,-0.0012344502550228008,0.9652060084598951,-0.4801053555750659
89,frozenset({'bananas'}),frozenset({'butter'}),0.07113115891741846,0.03686675919500347,0.0013879250520471894,0.01951219512195122,0.5292625538020086,-0.0012344502550228008,0.9823000714677825,-0.48915260301747276
90,frozenset({'canned beer'}),frozenset({'bananas'}),0.049097848716169325,0.07113115891741846,0.002775850104094379,0.05653710247349823,0.7948289235542532,-0.0007165367754388315,0.9845313933571931,-0.2135028968090259
91,frozenset({'bananas'}),frozenset({'canned beer'}),0.07113115891741846,0.049097848716169325,0.002775850104094379,0.03902439024390244,0.7948289235542533,-0.0007165367754388315,0.9895174670720066,-0.21746597241253315
92,frozenset({'bananas'}),frozenset({'chicken'}),0.07113115891741846,0.029840388619014575,0.0013011797362942402,0.018292682926829267,0.6130175836642087,-0.0008214016887224107,0.9882371196675876,-0.4046259915486693
93,frozenset({'chicken'}),frozenset({'bananas'}),0.029840388619014575,0.07113115891741846,0.0013011797362942402,0.0436046511627907,0.6130175836642088,-0.0008214016887224107,0.9712184842930335,-0.3941932688140979
94,frozenset({'chocolate'}),frozenset({'bananas'}),0.024635669673837613,0.07113115891741846,0.001561415683553088,0.06338028169014084,0.8910340089316385,-0.0001909480510536817,0.9917246273212524,-0.1114116118155316
95,frozenset({'bananas'}),frozenset({'chocolate'}),0.07113115891741846,0.024635669673837613,0.001561415683553088,0.02195121951219512,0.8910340089316385,-0.0001909480510536817,0.9972553003334828,-0.11633962956170917
96,frozenset({'coffee'}),frozenset({'bananas'}),0.030881332408049966,0.07113115891741846,0.0014746703678001388,0.047752808988764044,0.6713346122225267,-0.0007219545952984884,0.975449284440705,-0.33562343459218946
97,frozenset({'bananas'}),frozenset({'coffee'}),0.07113115891741846,0.030881332408049966,0.0014746703678001388,0.020731707317073172,0.6713346122225268,-0.0007219545952984884,0.9896355011524273,-0.3451471328872581
98,frozenset({'bananas'}),frozenset({'cream cheese '}),0.07113115891741846,0.024115197779319916,0.001561415683553088,0.02195121951219512,0.9102649587646956,-0.00015392628201269356,0.9977874536420919,-0.09594746716697934
99,frozenset({'cream cheese '}),frozenset({'bananas'}),0.024115197779319916,0.07113115891741846,0.001561415683553088,0.06474820143884892,0.9102649587646956,-0.00015392628201269356,0.9931751454652218,-0.09174904465455065
100,frozenset({'bananas'}),frozenset({'curd'}),0.07113115891741846,0.034524635669673835,0.0019951422623178347,0.028048780487804875,0.81242799362667,-0.000460635084067709,0.9933372631754925,-0.1990764227642277
101,frozenset({'curd'}),frozenset({'bananas'}),0.034524635669673835,0.07113115891741846,0.0019951422623178347,0.05778894472361809,0.81242799362667,-0.000460635084067709,0.9858394633356464,-0.19298500028372742
102,frozenset({'dessert'}),frozenset({'bananas'}),0.02506939625260236,0.07113115891741846,0.0011276891047883415,0.04498269896193772,0.6323909190649,-0.0006555261040192518,0.9726199096842973,-0.3735309124743272
103,frozenset({'bananas'}),frozenset({'dessert'}),0.07113115891741846,0.02506939625260236,0.0011276891047883415,0.015853658536585366,0.6323909190649,-0.0006555261040192518,0.9906358055425849,-0.3849240014139272
104,frozenset({'domestic eggs'}),frozenset({'bananas'}),0.038428174878556556,0.07113115891741846,0.0024288688410825814,0.06320541760722348,0.8885756758244784,-0.0003045717731103726,0.9915395098785147,-0.11536356795950468
105,frozenset({'bananas'}),frozenset({'domestic eggs'}),0.07113115891741846,0.038428174878556556,0.0024288688410825814,0.03414634146341463,0.8885756758244783,-0.0003045717731103726,0.9955667886358379,-0.11894210990302667
106,frozenset({'frankfurter'}),frozenset({'bananas'}),0.039382373351839,0.07113115891741846,0.0013879250520471894,0.035242290748898675,0.49545503384549255,-0.0014133888053875763,0.962800122948612,-0.5145856619983781
107,frozenset({'bananas'}),frozenset({'frankfurter'}),0.07113115891741846,0.039382373351839,0.0013879250520471894,0.01951219512195122,0.49545503384549267,-0.0014133888053875763,0.9797343953376766,-0.522975832498051
108,frozenset({'fruit/vegetable juice'}),frozenset({'bananas'}),0.034611380985426786,0.07113115891741846,0.002515614156835531,0.07268170426065163,1.021798398435112,5.366651560982259e-05,1.0016720745728378,0.02209821497733477
109,frozenset({'bananas'}),frozenset({'fruit/vegetable juice'}),0.07113115891741846,0.034611380985426786,0.002515614156835531,0.03536585365853658,1.021798398435112,5.366651560982259e-05,1.0007821334917193,0.022967037213556096
110,frozenset({'hamburger meat'}),frozenset({'bananas'}),0.022987508674531577,0.07113115891741846,0.0014746703678001388,0.06415094339622641,0.901868384721583,-0.00016045776484350203,0.9925413019632423,-0.10020912145492138
111,frozenset({'bananas'}),frozenset({'hamburger meat'}),0.07113115891741846,0.022987508674531577,0.0014746703678001388,0.020731707317073172,0.901868384721583,-0.00016045776484350203,0.9976964419512878,-0.10485837922895355
112,frozenset({'lettuces'}),frozenset({'bananas'}),0.02914642609299098,0.07113115891741846,0.0011276891047883415,0.03869047619047619,0.543931475029036,-0.0009455299615069917,0.9662536551199609,-0.46341535374992615
113,frozenset({'bananas'}),frozenset({'lettuces'}),0.07113115891741846,0.02914642609299098,0.0011276891047883415,0.015853658536585366,0.543931475029036,-0.0009455299615069917,0.9864930986415705,-0.4744242241184021
114,frozenset({'margarine'}),frozenset({'bananas'}),0.03278972935461485,0.07113115891741846,0.0018216516308119362,0.05555555555555556,0.781029810298103,-0.0005107198187703135,0.9835081846756746,-0.224725351133361
115,frozenset({'bananas'}),frozenset({'margarine'}),0.07113115891741846,0.03278972935461485,0.0018216516308119362,0.025609756097560974,0.781029810298103,-0.0005107198187703135,0.9926313165572163,-0.2318507890961261
116,frozenset({'onions'}),frozenset({'bananas'}),0.02099236641221374,0.07113115891741846,0.0013879250520471894,0.06611570247933884,0.929490022172949,-0.00010528629927266373,0.9946294669999324,-0.07191316146540029
117,frozenset({'bananas'}),frozenset({'onions'}),0.07113115891741846,0.02099236641221374,0.0013879250520471894,0.01951219512195122,0.929490022172949,-0.00010528629927266373,0.9984903725646577,-0.07550183466436437
118,frozenset({'oranges'}),frozenset({'bananas'}),0.05647120055517002,0.07113115891741846,0.003036086051353227,0.053763440860215055,0.7558353002884868,-0.000980775889593981,0.9816454797804554,-0.2550510239024723
119,frozenset({'bananas'}),frozenset({'oranges'}),0.07113115891741846,0.05647120055517002,0.003036086051353227,0.042682926829268296,0.7558353002884868,-0.000980775889593981,0.9855969624774021,-0.2580376940133037
120,frozenset({'bananas'}),frozenset({'pastry'}),0.07113115891741846,0.05456280360860514,0.003036086051353227,0.042682926829268296,0.7822715111093878,-0.0008450294031103582,0.9875904471859157,-0.23055760860638905
121,frozenset({'pastry'}),frozenset({'bananas'}),0.05456280360860514,0.07113115891741846,0.003036086051353227,0.05564387917329094,0.7822715111093878,-0.0008450294031103582,0.9836001701025989,-0.22743612852267772
122,frozenset({'pork'}),frozenset({'bananas'}),0.038428174878556556,0.07113115891741846,0.0017349063150589867,0.045146726862302484,0.6346969113031988,-0.0009985342991339673,0.9727869895971244,-0.3744356659142211
123,frozenset({'bananas'}),frozenset({'pork'}),0.07113115891741846,0.038428174878556556,0.0017349063150589867,0.024390243902439022,0.6346969113031987,-0.0009985342991339673,0.9856111207494795,-0.3825751023467681
124,frozenset({'potatoes'}),frozenset({'bananas'}),0.07303955586398335,0.07113115891741846,0.004077029840388619,0.055819477434679333,0.7847401656914431,-0.001118358415030044,0.983783099611992,-0.22834807779174215
125,frozenset({'bananas'}),frozenset({'potatoes'}),0.07113115891741846,0.07303955586398335,0.004077029840388619,0.05731707317073171,0.7847401656914431,-0.001118358415030044,0.9833215578156969,-0.22798588740604395
126,frozenset({'rolls/buns'}),frozenset({'bananas'}),0.11380985426786953,0.07113115891741846,0.006679389312977099,0.0586890243902439,0.8250817965496727,-0.0014160375173189648,0.9867821210529125,-0.19304566195056305
127,frozenset({'bananas'}),frozenset({'rolls/buns'}),0.07113115891741846,0.11380985426786953,0.006679389312977099,0.09390243902439024,0.8250817965496728,-0.0014160375173189648,0.978029501346362,-0.1858240347585663
128,frozenset({'bananas'}),frozenset({'sausage'}),0.07113115891741846,0.06254337265787648,0.0032095766828591256,0.045121951219512194,0.721450559859274,-0.0012392058968996103,0.9817553440875368,-0.29361717301383533
129,frozenset({'sausage'}),frozenset({'bananas'}),0.06254337265787648,0.07113115891741846,0.0032095766828591256,0.05131761442441054,0.721450559859274,-0.0012392058968996103,0.9791146702054696,-0.2917120573632123
130,frozenset({'soda'}),frozenset({'bananas'}),0.10149201943095072,0.07113115891741846,0.005464954892435809,0.05384615384615385,0.7569981238273922,-0.0017542900705568697,0.981731295453135,-0.26322528198353823
131,frozenset({'bananas'}),frozenset({'soda'}),0.07113115891741846,0.10149201943095072,0.005464954892435809,0.07682926829268293,0.7569981238273922,-0.0017542900705568697,0.9732847345662091,-0.25683125123934164
132,frozenset({'specialty chocolate'}),frozenset({'bananas'}),0.015527411519777932,0.07113115891741846,0.0011276891047883415,0.07262569832402235,1.0210110369260117,2.3206328398863232e-05,1.0016115816492897,0.020903231053905087
133,frozenset({'bananas'}),frozenset({'specialty chocolate'}),0.07113115891741846,0.015527411519777932,0.0011276891047883415,0.015853658536585366,1.0210110369260117,2.3206328398863232e-05,1.0003315025449593,0.022154535789201426
134,frozenset({'sugar'}),frozenset({'bananas'}),0.018910478834142957,0.07113115891741846,0.0011276891047883415,0.059633027522935776,0.8383530991273215,-0.00021743517036755945,0.9877727188097696,-0.1642508782101566
